Match Date,Home Team,Away Team,Home Score,Away Score,Result
2024-02-24,TEAM D,team e,1,2,AWAY WIN
2024/01/21,team a,Team B,4,0,HOME WIN
2024/08/15,team d, Team A ,2,4,away win
2024-05-14,team c,TEAM A,0,3,away win
2024-06-16,TEAM A,TEAM C,5,5,Draw
2024/02/21,TEAM D,team a,2,0,home win
27-10-2024,team e,team a,5,,Away Win
2024/04/11,Team C,team d,1,2,Away Win
18-12-2024, Team A ,team d,Two,0,
08-12-2024, Team C , Team D ,1,1,draw
02-08-2024,TEAM E,team c,2,0,home win
2024/07/22,team d, Team A ,2,2,DRAW
2024-07-28,TEAM D,TEAM E,0,4,Away Win
17-05-2024,team c,TEAM D,3,2,Home Win
2024/04/15,Team A,TEAM C,1,1,DRAW
19-06-2024,Team B,Team A,0,0,DRAW
27-04-2024,team e,TEAM B,1,4,away win
2024/01/11,Team C, Team D ,5,0,Home Win
18-01-2024,Team D, Team A ,2,,Away Win
2024/09/15, Team D ,Team B,2,0,Home Win
08-06-2024, Team A ,Team B,4,1,HOME WIN
29-08-2024,TEAM C, Team E ,0,5,AWAY WIN
2024/09/30,team a, Team B ,4,2,HOME WIN
2024-08-19,Team A, Team D ,2,5,Away Win
2024/03/14,Team B,Team D,4,2,home win
2024/07/25, Team E ,team b,3,0,Home Win
2024/06/13, Team A ,Team D,2,1,Home Win
30-04-2024, Team C , Team B ,3,2,HOME WIN
2024-01-07,Team E,team a,3,3,Draw
2024-09-10, Team B ,team d,0,,
12-12-2024,TEAM E,TEAM D,2,2,DRAW
2024/07/09,TEAM E, Team B ,4,4,DRAW
2024/09/25, Team D ,Team B,5,1,Home Win
2024-12-25,team c,Team D,3,Two,Draw
04-02-2024,team e,TEAM D,0,4,Away Win
15-11-2024,TEAM A,team b,3,2,home win
2024-02-22, Team A ,TEAM B,1,2,AWAY WIN
2024-04-17,Team E,team c,5,5,draw
01-01-2024,Team B,Team A,4,1,home win
2024/05/03, Team B , Team D ,3,4,Away Win
2024-04-19,TEAM D,team e,4,0,HOME WIN
29-11-2024,team d,Team E,2,4,away win
2024-10-13, Team C ,TEAM D,2,1,HOME WIN
07-06-2024,Team B,TEAM A,2,0,HOME WIN
2024-07-22,TEAM C,TEAM A,0,5,away win
2024-09-08, Team A ,Team E,3,5,away win
2024-03-08, Team A ,Team C,,1,Away Win
2024/04/09,Team A,TEAM D,0,4,away win
2024/01/08, Team C , Team B ,4,2,HOME WIN
29-03-2024,Team A,TEAM E,4,2,Home Win
08-06-2024,TEAM E,Team B,3,5,Away Win
2024-02-29,team c,Team D,5,3,Home Win
22-11-2024, Team B ,Team C,0,0,Draw
08-03-2024,Team B, Team C ,5,1,HOME WIN
2024-05-19,team c,TEAM B,4,1,Home Win
2024/11/24, Team C ,team d,3,2,home win
2024/06/26,TEAM A,team d,4,5,away win
2024-01-17,team c, Team E ,1,3,away win
18-01-2024,Team B,TEAM D,2,5,AWAY WIN
02-07-2024,team a, Team B ,2,0,Home Win
2024/10/21, Team E , Team B ,3,3,DRAW
24-07-2024,Team D,team b,2,3,AWAY WIN
2024-01-15,team e,TEAM A,2,3,AWAY WIN
2024-06-19,Team E,TEAM B,4,1,HOME WIN
2024-04-12,TEAM B,TEAM C,1,5,Away Win
2024/03/19,TEAM A,Team B,1,5,Away Win
18-04-2024, Team D , Team B ,3,3,DRAW
16-06-2024, Team B , Team A ,2,1,home win
2024/04/23,team e,team a,5,4,Home Win
2024-11-26,team c, Team E ,0,3,Away Win
02-04-2024,team b,TEAM A,3,3,DRAW
2024-04-01, Team C ,Team D,3,,
23-03-2024,team d, Team A ,5,3,Home Win
05-08-2024,Team D, Team A ,5,0,home win
2024-02-27, Team E , Team C ,5,4,home win
2024/04/11, Team A , Team B ,,5,Draw
2024/01/26,TEAM A,TEAM D,0,3,away win
01-07-2024,Team D, Team C ,0,1,away win
2024/09/29, Team C ,team e,4,5,Away Win
08-08-2024,TEAM B, Team A ,1,5,away win
2024-01-21,TEAM E,TEAM B,5,4,home win
2024/09/19,Team A,TEAM B,5,0,home win
2024/11/30,Team C, Team D ,1,2,AWAY WIN
2024-12-21,TEAM A, Team B ,2,4,Away Win
2024-12-09, Team B ,team d,5,2,HOME WIN
20-05-2024, Team C ,TEAM E,,3,Away Win
2024/05/27, Team A , Team B ,5,0,HOME WIN
23-06-2024,TEAM E, Team C ,3,0,home win
10-12-2024,TEAM B, Team D ,3,5,Away Win
28-09-2024,TEAM A,TEAM E,4,0,Home Win
15-11-2024, Team C , Team D ,0,4,Away Win
08-03-2024,Team A,Team C,3,3,DRAW
2024/07/24, Team D ,TEAM B,0,1,Away Win
2024/02/24,TEAM B, Team D ,2,2,DRAW
31-03-2024,TEAM B,Team D,3,3,Draw
2024/10/24, Team E , Team C ,5,0,home win
2024-09-14, Team D ,Team B,4,4,DRAW
2024/01/12, Team C ,team b,5,0,home win
2024-06-14,TEAM B,Team D,1,5,Away Win
2024-05-03, Team A ,Team B,3,4,away win
2024/01/04,Team E, Team C ,1,5,Away Win
2024-10-02,Team E, Team D ,0,2,AWAY WIN
05-07-2024, Team D , Team A ,3,5,Away Win
27-03-2024, Team A ,TEAM E,2,4,Away Win
2024-12-21, Team B , Team E ,1,2,AWAY WIN
2024/05/12,TEAM B,Team C,5,3,HOME WIN
2024/07/04,TEAM B,TEAM E,0,2,AWAY WIN
2024-12-21,team b,TEAM C,3,1,HOME WIN
2024/03/16,Team D,TEAM C,0,4,away win
2024/10/27,TEAM C,TEAM D,1,5,Away Win
2024/01/08,Team D,TEAM E,4,3,home win
2024-11-28,TEAM B, Team C ,1,5,Away Win
2024/07/05,Team D, Team A ,4,5,Away Win
2024-10-02,Team A, Team C ,2,4,AWAY WIN
2024/04/26, Team E ,team b,5,5,Draw
2024/03/08,TEAM A,Team C,0,5,Away Win
27-01-2024,Team B,team e,4,0,HOME WIN
2024/04/20, Team D ,TEAM A,3,4,AWAY WIN
2024/04/09, Team E ,Team A,0,3,AWAY WIN
2024/09/04,TEAM C,TEAM D,3,2,HOME WIN
2024-08-13,team c, Team B ,5,2,HOME WIN
03-02-2024,TEAM A,Team C,4,1,Home Win
2024-04-28,TEAM D,TEAM C,4,1,Home Win
2024-12-10,TEAM C,team d,2,1,HOME WIN
21-09-2024, Team B ,TEAM D,1,1,draw
2024/06/30,TEAM B, Team C ,2,2,draw
29-01-2024,TEAM C,team d,3,,
30-05-2024,Team D,TEAM C,,1,Draw
14-09-2024,TEAM D,Team E,4,1,HOME WIN
2024-08-28, Team A , Team B ,5,5,DRAW
23-11-2024,TEAM B,TEAM C,4,0,Home Win
2024-07-30,team d,TEAM C,1,0,home win
04-12-2024,TEAM E,Team B,3,4,AWAY WIN
2024/08/16,team b,team a,5,2,home win
12-05-2024,Team C,team d,2,5,AWAY WIN
19-09-2024,Team A, Team D ,3,4,Away Win
2024/02/04,Team A,Team C,3,2,HOME WIN
2024/08/27,team e,Team A,4,0,HOME WIN
2024/04/03,TEAM D, Team C ,5,2,Home Win
2024-07-18,Team E,team d,3,0,HOME WIN
2024/08/22,team c,TEAM D,1,2,AWAY WIN
2024/01/14,Team E,team b,1,1,Draw
2024-04-16,TEAM E,team c,2,1,HOME WIN
2024-08-13, Team D ,Team C,1,0,Home Win
2024/07/13,Team D,Team B,3,1,Home Win
05-11-2024,TEAM B, Team A ,1,3,AWAY WIN
27-02-2024,Team B,Team E,4,2,HOME WIN
2024/08/10,TEAM D,team e,0,2,Away Win
27-11-2024,Team A,team d,0,2,AWAY WIN
2024-08-28,Team B,team e,1,1,DRAW
2024/03/18,team c,TEAM E,1,1,DRAW
2024/05/15,TEAM A,Team B,,3,Draw
2024-07-27, Team A ,team c,,5,Away Win
2024-02-03, Team B , Team A ,,0,
31-08-2024,TEAM D,team e,4,0,home win
2024-10-19,team c,team e,5,3,home win
2024/02/18, Team E ,TEAM B,1,0,HOME WIN
2024/06/17, Team E ,TEAM A,2,5,away win
2024/07/16,Team B,team c,5,5,Draw
22-07-2024,Team B, Team A ,0,1,Away Win
14-11-2024, Team D ,Team C,4,1,home win
2024/08/21,Team C,TEAM E,1,3,AWAY WIN
2024-02-18, Team E ,Team C,Three,0,Away Win
2024/02/12,team a, Team C ,2,3,AWAY WIN
2024/06/30,team e,Team B,5,0,Home Win
2024-07-10,Team E,team c,5,4,Home Win
13-04-2024,Team E, Team B ,5,4,home win
2024/03/10,TEAM C,Team D,3,3,draw
2024-10-31,Team A, Team C ,5,5,DRAW
2024/03/22, Team B , Team E ,1,1,draw
2024-07-24,team e,team b,2,Three,Away Win
23-09-2024,Team D, Team B ,2,,Home Win
2024-03-19,TEAM B,TEAM D,0,4,away win
2024-10-26, Team A ,TEAM D,2,3,away win
2024/05/03, Team B , Team A ,5,4,home win
2024/05/08,TEAM D, Team A ,2,5,away win
26-10-2024,team c, Team E ,0,3,Away Win
2024/07/11, Team C ,Team A,5,4,HOME WIN
2024-03-01,TEAM E, Team A ,5,4,Home Win
20-01-2024, Team D ,Team A,3,4,AWAY WIN
2024-07-30, Team B ,TEAM E,,0,Draw
2024/08/22,TEAM C,team e,1,0,home win
15-02-2024,TEAM B,team c,2,1,home win
14-11-2024,team c, Team E ,5,3,home win
2024-03-22,TEAM B,Team C,3,3,draw
2024/10/13,team a, Team B ,4,4,draw
2024-05-14,TEAM E,TEAM A,0,5,away win
2024/11/10,Team D,TEAM B,0,5,away win
14-01-2024,team b,team d,1,5,away win
2024/01/11, Team B , Team E ,1,2,Away Win
2024/07/17,TEAM D,TEAM B,4,5,AWAY WIN
2024-12-20,TEAM C,team d,1,2,Away Win
2024/02/23,team e,TEAM B,4,4,draw
12-08-2024, Team E ,Team B,4,3,HOME WIN
2024-12-27,Team B,TEAM A,4,2,home win
2024/08/08,team a, Team C ,5,,
2024/10/18, Team B ,team d,5,2,Home Win
2024/02/06,Team E, Team C ,4,Three,Home Win
2024/01/16, Team B ,Team E,4,1,Home Win
27-07-2024, Team C ,team a,3,5,away win
2024-09-12,team c,TEAM B,2,3,away win
2024/02/18,TEAM D,Team B,5,2,home win
2024/01/01,Team E,Team A,0,0,Draw
2024/04/06, Team C ,team d,4,0,Home Win
2024/07/10,team e, Team B ,0,1,AWAY WIN
2024-10-02,TEAM B,TEAM E,3,,Home Win
2024/04/08,team a,TEAM C,4,0,home win
06-05-2024,team d,team e,0,0,draw
2024/12/28,Team D,Team B,0,3,AWAY WIN
2024-08-17,TEAM C, Team D ,5,2,Home Win
2024/06/13, Team D , Team E ,3,,Home Win
2024-09-27,team c,Team D,2,5,Away Win
25-01-2024, Team C ,team b,5,,Home Win
2024-09-25,TEAM C,Team A,5,5,DRAW
2024/02/07,team b, Team A ,1,5,away win
2024-05-28,team b,TEAM A,,5,Home Win
2024-03-20,team b,TEAM D,2,3,Away Win
2024-12-19, Team D , Team C ,5,2,home win
2024-11-03, Team D ,Team C,1,3,away win
22-03-2024,Team D,team b,1,Two,Home Win
21-12-2024,TEAM E,TEAM C,5,5,DRAW
11-10-2024,team c,team e,0,1,Away Win
2024-04-04,Team E,team a,0,0,draw
2024-09-14,team d,TEAM C,1,0,HOME WIN
28-06-2024,team a,Team E,2,2,Draw
2024-11-17,TEAM D, Team E ,2,1,Home Win
2024/03/14,TEAM A,Team D,Two,2,Away Win
13-06-2024,Team A,team e,4,,Away Win
2024/07/17,Team A,team b,,,Home Win
2024/05/24, Team A , Team E ,,3,
2024-09-02, Team B ,TEAM D,2,5,away win
23-03-2024,Team B, Team E ,5,3,home win
2024-07-24,TEAM C,team b,,4,Away Win
25-08-2024,TEAM D,TEAM E,3,3,draw
2024-10-18,TEAM D, Team B ,1,5,Away Win
2024/02/25, Team E ,TEAM D,2,1,home win
21-09-2024,team e, Team D ,Two,1,
2024-10-15, Team A ,team b,5,5,DRAW
2024/06/10,Team B,Team D,1,1,draw
16-02-2024,TEAM A,team e,,0,Draw
16-08-2024,TEAM B,team e,0,2,AWAY WIN
2024-07-31, Team C ,team e,4,1,Home Win
2024-12-05, Team E ,Team D,2,1,Home Win
2024/10/27,TEAM A, Team B ,3,1,Home Win
25-06-2024,Team E,TEAM B,0,5,AWAY WIN
2024-12-08,TEAM A,TEAM B,2,1,Home Win
27-03-2024,TEAM A,team c,3,,
2024-11-28,TEAM E,TEAM C,0,1,Away Win
2024-12-03,TEAM D,Team E,2,5,away win
13-07-2024,Team B,TEAM A,0,1,away win
28-12-2024,team d,TEAM C,4,3,home win
2024/02/13,TEAM C,Team B,2,3,AWAY WIN
2024-02-03,team a,Team B,0,1,away win
2024/03/20, Team A ,TEAM E,5,4,Home Win
2024-04-05,Team A,Team E,Two,5,Home Win
2024-08-31, Team D ,team b,5,Three,Away Win
2024/04/04,Team D,Team C,4,0,home win
2024/03/04,Team B,team e,4,1,HOME WIN
2024/05/31, Team B ,TEAM C,1,5,AWAY WIN
2024/12/01,TEAM B,TEAM D,2,4,Away Win
13-11-2024,Team B, Team A ,Three,5,Home Win
2024/02/03,TEAM A,TEAM E,2,4,AWAY WIN
2024/06/09,team d,team c,3,2,home win
15-06-2024, Team E , Team B ,,3,
11-06-2024,team d, Team B ,3,0,Home Win
2024-04-04,Team C,Team A,5,1,HOME WIN
22-03-2024,TEAM D,team e,2,3,away win
2024-12-06,TEAM B,Team D,3,1,home win
2024-09-10, Team A , Team C ,4,1,HOME WIN
2024/08/07,Team A,team c,2,5,AWAY WIN
16-10-2024,Team E,Team C,2,1,home win
2024/06/09, Team D ,TEAM C,1,5,Away Win
2024/11/19,team e,team c,2,1,home win
2024/03/16,TEAM B,Team D,0,0,draw
08-04-2024,team e,TEAM D,5,3,home win
13-11-2024,team a,TEAM D,5,,Draw
2024/04/06,Team C,TEAM D,4,1,HOME WIN
2024-12-24,TEAM A,TEAM B,4,3,home win
07-07-2024,team b, Team E ,0,3,Away Win
2024-05-21, Team D ,TEAM B,2,2,draw
01-09-2024,team b,TEAM E,0,2,AWAY WIN
2024-11-09,TEAM D,TEAM A,5,1,home win
2024-09-11,Team E,team a,0,5,Away Win
2024-06-22, Team B ,TEAM A,5,2,home win
2024-12-21,Team A,team d,0,5,away win
2024/12/15,Team D,Team B,2,0,HOME WIN
2024/03/11,TEAM B,TEAM D,,1,Away Win
2024/12/08, Team D ,Team E,,3,Home Win
2024/06/27,Team A,TEAM B,1,3,Away Win
14-11-2024,TEAM E,TEAM B,1,5,AWAY WIN
10-04-2024,TEAM E, Team D ,1,2,away win
19-09-2024,team a,team c,3,5,AWAY WIN
2024/10/18,TEAM A,team e,0,1,Away Win
2024-05-09,Team E,TEAM C,0,1,AWAY WIN
16-06-2024, Team A ,team b,2,5,away win
2024/02/09,Team D,Team E,2,5,Away Win
2024/07/14,team a,Team E,2,2,draw
08-02-2024, Team A ,Team C,1,5,away win
2024/03/02,Team C, Team A ,2,3,Away Win
12-10-2024,TEAM B,Team A,5,4,HOME WIN
2024-01-16, Team E , Team D ,Two,3,
02-02-2024,TEAM D, Team E ,0,0,DRAW
19-12-2024,Team B,Team C,,1,Away Win
25-01-2024,TEAM E,Team D,5,1,HOME WIN
2024/07/09,team e,TEAM C,3,2,HOME WIN
2024/03/16, Team C , Team D ,3,2,home win
26-11-2024, Team C ,team d,2,2,draw
2024/11/19,team a,team c,5,2,HOME WIN
2024/01/22,Team B,Team D,3,4,AWAY WIN
29-02-2024,TEAM C, Team B ,5,2,home win
2024/04/25, Team E ,team d,2,5,Away Win
2024/02/06,TEAM B,team a,4,3,Home Win
2024-01-09,TEAM D,Team C,4,1,Home Win
01-03-2024,TEAM B, Team E ,5,Three,
28-10-2024,Team A, Team C ,2,3,AWAY WIN
2024-10-02, Team A ,TEAM D,0,3,away win
2024/05/09,Team D,Team A,3,0,home win
18-01-2024,TEAM B, Team A ,5,4,home win
16-09-2024,Team B,team d,5,5,Draw
25-01-2024,Team D, Team C ,3,4,AWAY WIN
2024-08-06,team b,Team D,1,,Draw
31-03-2024,Team B,TEAM D,0,5,AWAY WIN
31-12-2024,Team B,Team E,5,3,Home Win
2024/07/06, Team B ,Team E,4,3,home win
2024/08/11, Team E ,Team C,0,0,draw
2024-05-04,Team A,Team E,5,3,HOME WIN
2024/07/10,TEAM B, Team A ,5,5,DRAW
16-03-2024,team a, Team B ,0,1,Away Win
2024/10/26,Team A,TEAM C,Two,5,Draw
31-08-2024, Team B ,team c,3,1,HOME WIN
2024-12-07,team a,Team B,5,0,Home Win
2024-07-04,TEAM D, Team A ,1,3,AWAY WIN
2024/04/08,TEAM A, Team D ,,3,Home Win
2024/11/26,team d,team b,1,4,away win
2024/02/03,Team E,team c,0,0,draw
2024/10/01,TEAM A,TEAM C,2,2,draw
2024/11/05,team d, Team E ,5,4,HOME WIN
02-02-2024,TEAM C,TEAM A,2,4,AWAY WIN
27-06-2024,team c,TEAM B,2,4,Away Win
2024-11-09,TEAM E,team d,4,5,Away Win
2024/05/29,team c,team e,3,1,Home Win
19-07-2024,TEAM E, Team C ,5,2,Home Win
08-10-2024,Team E,Team C,4,Two,
2024/05/21, Team B ,team c,3,4,AWAY WIN
31-08-2024, Team C ,TEAM A,5,4,Home Win
05-02-2024,Team A,TEAM B,2,0,Home Win
2024-10-17,Team B,Team A,5,0,HOME WIN
19-10-2024,TEAM C,team e,1,4,AWAY WIN
2024/04/14,Team B,team a,2,1,home win
03-05-2024,team a,team c,0,3,Away Win
03-11-2024, Team B ,team c,1,3,AWAY WIN
2024/07/15, Team B ,Team A,3,3,Draw
2024-06-13, Team E , Team C ,5,4,home win
2024-07-25,team d,TEAM B,5,Three,Away Win
03-11-2024,Team C,team d,5,1,home win
2024-07-14, Team A , Team D ,0,2,away win
13-05-2024,team d,team e,2,2,draw
2024-12-28,Team B,Team E,3,1,Home Win
11-08-2024,team c,team a,2,2,Draw
2024/01/27,team d,TEAM C,0,0,DRAW
2024-12-30,Team E,Team D,1,1,DRAW
2024-04-01,team c,team b,3,2,HOME WIN
2024-09-15, Team A ,team c,2,0,HOME WIN
20-10-2024, Team B ,team a,1,4,away win
2024-01-22, Team D ,team b,5,5,DRAW
2024/10/04, Team A , Team C ,3,3,DRAW
2024/05/08, Team E ,team c,4,5,away win
2024-06-01, Team E , Team D ,0,4,away win
